'text','place_name','place_full_name','place_country','screen_name'
'happy birthday @ayugoib best wishes beb :* ','Jakarta Capital Region','Jakarta Capital Region, Indonesia','Indonesia','vincyvincent'
'@gabimerjan parabens amor tudo de bom muitas felicidades e ve se no some viuuu ','Santos','Santos, Sxe3o Paulo','Brasil','ViniciusBogado'
'@nnuuuyy @iindriindrii q jga gak msuk tman. . . :) ','Jakarta Capital Region','Jakarta Capital Region, Indonesia','Indonesia','VitaAdjaaahh'
'@Realaaroncathey thnx:) ','Orlando International Airport','Orlando International Airport, Orlando','United States','vmltweets'
'Vandaag een lekkerkantoordagje.... ','Dongeradeel','Dongeradeel, Friesland','The Netherlands','Waagdokkum'
'Soul II Soul  Back To Life http://bit.ly/mG6dwR #1Xtra #NowPlaying ','Westminster','Westminster, London','United Kingdom','WhatsOn1Xtra'
'it never ends, tell me im right ','Lier','Lier, Buskerud','Norway','whtcnuxpct'
'#np Yovie and The Nuno - Maukah Denganku http://wp.me/pkIMn-2R ','Sleman','Sleman, Sleman','Indonesia','widhiecyber'
'@ayu_sachi masi yu :D ','Jakarta Capital Region','Jakarta Capital Region, Indonesia','Indonesia','wilboweed'
'@cahcastiglioni tudo bom ? ','Curitiba','Curitiba, Paranxe1','Brasil','WillianDiog'
'@johntabin Thats what they want you to think! ','Iowa City','Iowa City, IA','United States','willwilkinson'
'sekarang malem jumat ya? hmmm miris http://myloc.me/jM9AY ','Matraman','Matraman, Jakarta Timur','Indonesia','windadudo'
'@RichPplz lmao Werd mama got 5 loads 2mrw ','New York','New York, US','United States','wonderfuldreamr'
'Would love to see Chamakh come on and score this afternoon; the lad worked very very hard for us early in the season. Rate him highly. ','Brighton and Hove','Brighton and Hove, Brighton and Hove','United Kingdom','Woodgateat'
'Hey, WSJ.com is free today! Enjoy the whole site, including subscriber-only articles and features. ','Manhattan','Manhattan, NY','United States','WSJ'
'@TheWinnerIs_BH when is the fair ','Detroit','Detroit, MI','United States','X0ButterfliesX0'
'@ElltonOliveira1  aveeeeeeee , segredo nosso rs ','Salto','Salto, Sxe3o Paulo','Brasil','xandcruz'
'ff boodschappen doen met mn moeder @ #Grou. ','Boarnsterhim','Boarnsterhim, Fryslxe2n','The Netherlands','xJitske'
'@anthony_demaio Ive had that craving all day!!! ','Southington','Southington, CT','United States','xmisskatielynn'
'@grindcoresinga follback dong bro :) sukses m/ visit www.xtremezine.co.cc ','Setia Budi','Setia Budi, Jakarta Selatan','Indonesia','XtremeZine'
'This is what I get for taking a long ass nap. Imma b up alll night now. ','Chicago','Chicago, IL','United States','X_LiZZyBOO'
'@SchmexyDork lmao! well i havent ','Dover','Dover, DE','United States','YaBoiPantherD'
'Oi amoreeeeeeeeeees, @Maah_ar aqui ;) ','Sxe3o Paulo','Sxe3o Paulo, Sxe3o Paulo','Brasil','YesColirios'
'Im at 7-Eleven (Komplek Viky Sianipar Manggarai, Jl. Minangkabau Timur No. 43, Jakarta Selatan) http://4sq.com/jsPohM ','Setia Budi','Setia Budi, Jakarta Selatan','Indonesia','yeyesutowo'
'@DJRudebwoyHMS Hell yeah as soon as i get on itunes .. i head straight to that album & press shuffle on that bitch .. haha ','Miami','Miami, FL','United States','Yoda_Fashoda'
'@Jade_X92 MMMMMHMMMMMMM ','Oadby and Wigston','Oadby and Wigston, Leicestershire','United Kingdom','yorkiemush'
'Gotta love sports marketing pool tournaments all class!! ','Houston','Houston, TX','United States','YoungPhenom314'
'Sheen. Masonic Center. #winning ','Downtown','Downtown, San Francisco','United States','YourFavWhiteGuy'
'Wkwk kan gw beneran :D RT @mcsauttobing: @yudhie_inc tolong ya....kl orang sdg cari makan jangan di ganggu...tar gue telen lo....wakakkaakka ','Tanah Abang','Tanah Abang, Jakarta Pusat','Indonesia','yudhie_inc'
'Koolin to some Eazy-E!... Original Gangsta for real... ','Cincinnati','Cincinnati, OH','United States','YungHollywood7'
'Short hair. Hmmm? ','Bexley','Bexley, London','United Kingdom','ZarahEdwin'
'Back to Work ','New York','New York, NY','United States','ZekoEon'
'Im at Aeroporto Internacional de Navegantes Ministro Victor Konder (NVT) ? http://4sq.com/gNGblS ','Aeroporto Internacional de Navegantes','Aeroporto Internacional de Navegantes, Navegantes','Brasil','zetecbs'
'Boa Noite! Vamos cantar? D, R, Mi, F, F, F... D, R, D R, R, R... D, Sol, F, Mi, Mi, Mi... D, R, Mi, F, F, F! ','Rio de Janeiro','Rio de Janeiro, Rio de Janeiro','Brasil','Zodiac_Girls'
'@Urban_Boy08 lol you can have some if you bring me a 6 pack of smirnoff ','Baton Rouge','Baton Rouge, LA','United States','_DestdaBest'
'a voz do menininho do A Creche do Papai  muuuito mais fofinha em Ingles :PP ','Novo Horizonte','Novo Horizonte, Sxe3o Paulo','Brasil','_felipeferraz'
'why is everything so confusing? ','Sxe3o Paulo','Sxe3o Paulo, Sxe3o Paulo','Brasil','_laaricardoso'
'A @ITCAROL  A MENINA MAIS DIVA DA FACE DA TERRA! ELA  DEMAIS :) ','Sxe3o Paulo','Sxe3o Paulo, Sxe3o Paulo','Brasil','_RafaelCunha'
'saat bersih bersih kamar dan ngerapihin.. m/ ','Kota Yogyakarta','Kota Yogyakarta, Yogyakarta','Indonesia','_RafiJodyKurnia'
'temperature down 73F -&gt; 71F  humidity up 63% -&gt; 67%  wind 8mph SSE -&gt; 6mph SSE  pressure 29.75in rising ','San Antonio','San Antonio, TX','United States','_SanAntonioTX'
'@thesia_taemin premium jelas. wkwkw mian,saeng,bukannya eon gmau, tpi tmen eon juga uda kburu cuma booking 1 uyy :( dy byar pke CC soalnya ','Kota Bandung','Kota Bandung, West Java','Indonesia','_shineelaine'
'RT @imanimanilynn_ Bitches are so fuckin annoying. ','Philadelphia','Philadelphia, PA','United States','_TweetyHatesYou'
'pabila ?RT @Mahriita iiyekeh kena lah ku konfirm nya :D RT @_wekwek_: wekwek defghijklmnopqrstu tuh sdh ku add RT @Mahriita ikm pang npa ng ','Central Borneo','Central Borneo, Indonesia','Indonesia','_wekwek_'
